window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651389941,1777651390731,Up,0.964,0.011,-0.037,-5.42,6.733,17.649
1777651389941,1777651390743,Up,0.974,-0.019,-0.018,-2.992,7.221,25.099
1777651389941,1777651390749,Up,0.991,-0.027,-0.013,-0.29,8.809,28.687
1777651389941,1777651390762,Up,1.022,-0.012,-0.02,0.87,11.893,34.076
1777651389941,1777651390771,Up,1.078,0.028,-0.013,0.595,14.809,31.634
1777651389941,1777651390781,Up,1.083,0.047,-0.028,-1.908,13.985,25.389
1777651389941,1777651390791,Up,1.111,0.077,-0.035,-3.008,14.977,19.542
1777651389941,1777651390801,Up,1.145,0.081,-0.025,-4.015,19.634,13.481
1777651389941,1777651390814,Up,1.175,0.08,-0.019,-4.031,22.198,4.229
1777651389941,1777651390821,Up,1.168,0.056,-0.01,-3.832,24.015,-4.29
1777651389941,1777651390832,Up,1.134,0.043,-0.007,-3.634,25.832,-6.779
1777651389941,1777651390840,Up,1.098,0.031,-0.009,-4.214,28.534,-3.313
1777651389941,1777651390851,Up,1.091,0.01,0.012,-2.748,32.382,3.267
1777651389941,1777651390860,Up,1.086,0.021,0.014,-1.481,36.382,7.969
1777651389941,1777651390872,Up,1.094,0.077,0.016,-1.725,38.626,8.687
1777651389941,1777651390882,Up,1.097,0.091,0.015,-2.565,41.496,7.542
1777651389941,1777651390891,Up,1.068,0.107,0.004,-3.573,44.153,5.74
1777651389941,1777651390903,Up,1.024,0.097,0.007,-5.221,43.511,3.435
1777651389941,1777651390910,Up,1.013,0.108,0.015,-7.679,43.405,1.832
1777651389941,1777651390923,Up,0.979,0.076,0.045,-9.817,43.908,2.076
1777651389941,1777651390932,Up,0.965,0.067,0.059,-10.55,43.908,4.321
1777651389941,1777651390943,Up,0.911,0.037,0.066,-9.359,43.267,7.099
1777651389941,1777651390951,Up,0.878,0.045,0.067,-9.618,43.084,12.351
1777651389941,1777651390962,Up,0.861,0.032,0.085,-9.313,40.443,15.023
1777651389941,1777651390970,Up,0.863,0.039,0.093,-9.603,36.763,16.122
1777651389941,1777651390981,Up,0.872,0.011,0.104,-10.504,34.55,17.389
1777651389941,1777651390989,Up,0.861,-0.032,0.126,-9.038,33.145,19.237
1777651389941,1777651391001,Up,0.884,-0.04,0.149,-6.595,31.954,21.496
1777651389941,1777651391013,Up,0.901,-0.014,0.145,-4.366,31.237,20.794
1777651389941,1777651391021,Up,0.859,0.002,0.118,-3.053,28.229,19.176
1777651389941,1777651391033,Up,0.857,-0.003,0.126,-3.985,25.786,21.618
